movement_id,movement_date,plant_id,material_id,movement_type,quantity
69881,2024-04-06,MA10,P472044,601,-1.0
1689,12/03/2024,FR10 ,P472452,601,-1.0
507,31-Dec-2023,US10,P397465,000_OPENING_BALANCE,4.0
42270,24.08.2024,US10 ,P109911,Goods Issue,-1.0
101103,24-Mar-2025,AE10,P461451,101,1.0
63995,22.12.2024,AE10 ,P162554,601,-1.0
62180,08.10.2024,AE10,P479732,601_GOODS_ISSUE_SALE,-1.0
57806,05/17/2024, US20,P401771,GI Sale,-2.0
51672,2024-03-11,us20,P504064,Goods Issue,-1.0
75001,2024-01-29,fr10,P436757,101,2.0
49399,04-May-2024,us20,P408218,601_GOODS_ISSUE_SALE,-1.0
31875,02-May-2025,US10 ,P432239,601_GOODS_ISSUE_SALE,-1.0
78874,07-Oct-2024,UK10,P472317,101_GOODS_RECEIPT,6.0
72115,04/21/2025,FR10,P501965,101_GOODS_RECEIPT,3.0
16915,2024-12-15,uk10,P296439,Goods Issue,-1.0
24390,28.10.2024,DE10 ,P456006,601,-1.0
96432,08/26/2024,us20,P504519,101,1.0
80823,02-Dec-2024,UK10,P477168,GR,3.0
6509,2025-02-01,fr10,P392004,GI Sale,-1.0
19335,05-Mar-2025,uk10,P107319,GI Sale,-1.0
63975,2024-05-03,ae10,P162554,601_GOODS_ISSUE_SALE,-1.0
85179,30-Jun-2025,de10,P76000,Goods Receipt,2.0
42831,11/15/2024,US10 ,P481348,601_GOODS_ISSUE_SALE,-1.0
9477,2024-02-25, FR10,P450720,601_GOODS_ISSUE_SALE,-1.0
10048,07-Jul-2024,FR10 ,P455321,GI Sale,-1.0
85699,30-Jun-2025, DE10,P469197,101_GOODS_RECEIPT,1.0
50707,10.01.2024,US20 ,P476011,GI Sale,-1.0
91011,30-Dec-2024,US10 ,P502068,101_GOODS_RECEIPT,3.0
27211,22.02.2024,DE10 ,P109911,Goods Issue,-1.0
27108,2024-05-18, DE10,P482694,GI Sale,-1.0
20947,2024-11-30, UK10,P429554,Goods Issue,-1.0
74716,08/26/2024,fr10,P399503,GR,2.0
88163,2025-03-10,US10 ,P502185,101,4.0
15341,2024-08-04,UK10,P458630,Goods Issue,-1.0
97601,29-Jul-2024, US20,P399503,101_GOODS_RECEIPT,1.0
78969,21-Oct-2024,uk10,P502068,101,3.0
90310,19-May-2025, US10,P500787,Goods Receipt,1.0
45549,08-May-2024, US10,P454018,Goods Issue,-1.0
102822,05/19/2025, MA10,P439672,Goods Receipt,2.0
62559,05.11.2024,ae10,P476011,601_GOODS_ISSUE_SALE,-1.0
72813,06-May-2024,FR10 ,P502186,101_GOODS_RECEIPT,2.0
72856,02/10/2025, FR10,P433125,Goods Receipt,1.0
64673,03/27/2025,ae10,P428636,Goods Issue,-2.0
78244,2024-08-26, UK10,P34402,GR,1.0
81122,12-Feb-2024, DE10,P467038,101_GOODS_RECEIPT,2.0
21723,26-Jun-2024,uk10,P501435,Goods Issue,-1.0
26750,19-May-2024, DE10,P441329,GI Sale,-1.0
3514,2024-05-12,FR10 ,P109911,Goods Issue,-1.0
39951,12-Apr-2025,US10,P435342,601,-1.0
11140,01-Jun-2024, FR10,P476690,GI Sale,-3.0
9924,04/27/2025,fr10,P420019,GI Sale,-1.0
79024,07/01/2024, UK10,P481348,101_GOODS_RECEIPT,1.0
90922,30-Jun-2025, US10,P429952,Goods Receipt,3.0
62326,2024-06-19, AE10,P482694,GI Sale,-1.0
57347,15.03.2024, US20,P296439,601_GOODS_ISSUE_SALE,-1.0
23838,07/17/2024,de10,P476430,GI Sale,-1.0
9038,2025-03-16,fr10,P500687,GI Sale,-1.0
25585,28.02.2025,de10,P461185,GI Sale,-1.0
92668,16-Dec-2024,US20 ,P109911,GR,1.0
53303,2024-09-06,US20,P443834,Goods Issue,-1.0
4918,03/25/2025,fr10,P432045,Goods Issue,-1.0
15387,01.03.2024,UK10 ,P470246,GI Sale,-1.0
49865,30.01.2024, US20,P500445,Return,1.0
23623,04.08.2024,DE10 ,P378111,Goods Issue,-1.0
21672,03/08/2024,UK10 ,P504159,601,-1.0
71428,12/09/2024,MA10,P461185,601_GOODS_ISSUE_SALE,-1.0
2592,2024-02-10,FR10 ,P504789,GI Sale,-1.0
18343,12/08/2024,uk10,P76000,601,-1.0
23831,13.04.2024,DE10,P476430,Goods Issue,-1.0
18351,2025-03-14,uk10,P76000,601,-1.0
44090,29.02.2024, US10,P413326,601,-1.0
78564,09-Sep-2024,UK10,P470025,Goods Receipt,1.0
55607,09/12/2024,US20,P470025,Goods Issue,-1.0
51752,28.03.2024,us20,P6463,601,-1.0
60148,2024-06-26,ae10,P466426,GI Sale,-1.0
86803,2024-02-12, US10,P463476,GR,1.0
13089,22.11.2024,UK10,P501153,601_GOODS_ISSUE_SALE,-1.0
19622,2025-05-11,UK10 ,P467038,GI Sale,-1.0
55948,2024-01-05,US20 ,P478239,601,-1.0
98908,2024-05-20,ae10,P296439,GR,2.0
57925,10/01/2024,US20 ,P455339,GI Sale,-1.0
47676,25-Jun-2024,us10,P503815,Goods Issue,-2.0
67299,09/15/2024,ae10,P470542,601,-1.0
9196,01/01/2025, FR10,P463476,GI Sale,-1.0
70052,06/05/2025, MA10,P430910,Goods Issue,-1.0
58387,15.03.2025, US20,P482509,GI Sale,-1.0
72110,27-Jan-2025,FR10 ,P501965,Goods Receipt,2.0
84516,06/16/2025,DE10,P475981,Goods Receipt,3.0
11383,2025-05-03,FR10 ,P472317,Goods Issue,-2.0
22769,23.04.2024,DE10,P502289,Goods Issue,-1.0
84322,2025-02-24,de10,P501360,Goods Receipt,1.0
39191,2024-03-14,US10 ,P34402,601_GOODS_ISSUE_SALE,-1.0
10974,18.02.2025,fr10,P439672,GI Sale,-1.0
64396,2024-02-14,ae10,P442742,601,-1.0
8646,2024-11-10,FR10,P428636,651_CUSTOMER_RETURN,1.0
41774,03.08.2024,us10,P462417,Goods Issue,-1.0
21707,30-Jun-2025,uk10,P504159,601,-1.0
45892,26-Nov-2024,US10,P502306,GI Sale,-1.0
22303,03/25/2025, DE10,P470525,601_GOODS_ISSUE_SALE,-1.0
86103,18-Nov-2024,us10,P91627362,Goods Receipt,
74944,15-Jul-2024,fr10,P183916,101_GOODS_RECEIPT,3.0
96517,30.06.2025,US20 ,P409988,101,1.0
47909,11-Aug-2024,us20,P456007,601,-2.0
79155,13.01.2025,UK10 ,P49848448,101,1.0
26375,05/10/2024,DE10,P467944,Goods Issue,-1.0
59228,2025-04-16,US20 ,P479969,601,-1.0
71549,07/26/2024,MA10,P107319,601_GOODS_ISSUE_SALE,-1.0
70787,04/09/2025,MA10 ,P461451,601,-1.0
36448,2024-12-31, US10,P183916,601_GOODS_ISSUE_SALE,-1.0
2407,21-Apr-2025, FR10,P500787,601_GOODS_ISSUE_SALE,-1.0
67888,03/11/2024,AE10 ,P392004,Goods Issue,-1.0
50777,01-Jun-2025,us20,P476011,GI Sale,
11738,19-May-2024,fr10,P501284,601_GOODS_ISSUE_SALE,-1.0
12063,05/04/2024,fr10,P500992,GI Sale,-1.0
1277,10.10.2024,FR10,P476428,601,-1.0
13800,2024-05-06, UK10,P501721,601_GOODS_ISSUE_SALE,-1.0
37813,01/12/2024,US10 ,P294018,601_GOODS_ISSUE_SALE,
35260,2024-06-25,us10,P439406,GI Sale,-1.0
78013,24.03.2025,uk10,P471009,Goods Receipt,2.0
22670,02/29/2024, DE10,P439672,GI Sale,-1.0
25432,02/24/2024,DE10 ,P434399,601,-1.0
96047,2024-05-06,us20,P467123,101_GOODS_RECEIPT,1.0
80427,24-Mar-2025,UK10 ,P456975,101,2.0
90192,07/29/2024,US10 ,P462417,101_GOODS_RECEIPT,1.0
45175,12-Apr-2024, US10,P477741,Goods Issue,-1.0
27445,06.02.2024,DE10,P440305,Goods Issue,-1.0
91570,30.12.2024,us10,P399503,101,1.0
90822,04/08/2024,US10 ,P472065,GR,4.0
63816,20-Jun-2025,ae10,P500445,Goods Issue,-1.0
45559,07/10/2024,US10 ,P454018,Return,1.0
68456,08-Apr-2024,MA10 ,P476671,Goods Issue,
5084,2025-03-07,fr10,P457458,GI Sale,-2.0
60541,2024-09-24, AE10,P469440,601_GOODS_ISSUE_SALE,-1.0
70444,11/30/2024,MA10,P480636,GI Sale,-1.0
18102,01/18/2025,UK10 ,P49848448,601_GOODS_ISSUE_SALE,-1.0
11346,20.08.2024, FR10,P472317,601,-1.0
46210,07.04.2025, US10,P471009,601,-1.0
100236,2024-02-12, AE10,P450720,101_GOODS_RECEIPT,1.0
22091,08.02.2024,DE10 ,P433125,Goods Issue,-1.0
5592,05/23/2024, FR10,P405602,601_GOODS_ISSUE_SALE,-1.0
29951,02/12/2024,DE10 ,P294018,601_GOODS_ISSUE_SALE,-1.0
88698,04-Nov-2024, US10,P456007,GR,2.0
51217,2024-01-30,US20 ,P472044,Goods Issue,-1.0
70028,2024-02-16,MA10,P430910,GI Sale,-1.0
61605,02/21/2024,ae10,P378111,Goods Issue,-1.0
17154,28.01.2025, UK10,P470542,601_GOODS_ISSUE_SALE,-1.0
65760,28-Nov-2024,AE10,P476428,601,-1.0
58198,27.11.2024,us20,P49848448,Goods Issue,-1.0
56520,12-Oct-2024,us20,P470525,601,-1.0
5327,2024-08-11,fr10,P504281,601_GOODS_ISSUE_SALE,-2.0
51427,06/10/2024,US20 ,P450720,Goods Issue,-1.0
76252,10.02.2025, FR10,P469828,101_GOODS_RECEIPT,1.0
21206,05-May-2024,UK10,P417312,Goods Issue,-1.0
53384,19.06.2024,us20,P470004,601_GOODS_ISSUE_SALE,-1.0
95172,12.02.2024,us20,P501760,101,1.0
1117,31.12.2023,MA10,P480636,000_OPENING_BALANCE,3.0
27917,06.01.2024,DE10 ,P505250,601_GOODS_ISSUE_SALE,-1.0
76069,03.06.2024,fr10,P443834,101,5.0
64805,2024-05-06, AE10,P473260,601,-1.0
42626,23-Jun-2025,us10,P461185,601_GOODS_ISSUE_SALE,-1.0
37801,2025-06-04,US10,P470542,GI Sale,-1.0
34084,23.02.2025,us10,P432863,GI Sale,-1.0
90506,04.11.2024,US10 ,P461185,Goods Receipt,3.0
59065,2024-12-14, US20,P7844,Goods Issue,-1.0
28,31-Dec-2023,FR10,P467123,000,3.0
88149,12.08.2024,US10 ,P502185,101_GOODS_RECEIPT,1.0
38589,18-May-2024, US10,P480636,GI Sale,
10323,2024-04-27,fr10,P471076,601_GOODS_ISSUE_SALE,-1.0
68863,07-Mar-2025,MA10,P504849,601_GOODS_ISSUE_SALE,-1.0
14237,01-Dec-2024,uk10,P477741,Goods Issue,-1.0
22754,05/31/2025, DE10,P470510,Goods Issue,-1.0
94998,04.11.2024,us20,P471226,101_GOODS_RECEIPT,7.0
49311,23.06.2024,US20,P413326,Goods Issue,-1.0
54575,29.02.2024,US20 ,P505041,601,-1.0
16835,2024-11-30,UK10 ,P470025,601_GOODS_ISSUE_SALE,-1.0
80072,12.08.2024,uk10,P472044,Goods Receipt,1.0
81962,16-Jun-2025, DE10,P501696,Goods Receipt,3.0
67845,03.04.2024,ae10,P457512,Goods Issue,-1.0
25635,13.12.2024,de10,P422275,601_GOODS_ISSUE_SALE,-1.0
59583,13.04.2024, AE10,P443834,601_GOODS_ISSUE_SALE,-1.0
89120,2024-08-12,US10,P413684,Goods Receipt,1.0
99587,03/25/2024, AE10,P479969,101_GOODS_RECEIPT,2.0
58269,03/29/2024,us20,P468353,Goods Issue,
65028,22.10.2024,AE10 ,P439672,Goods Issue,-1.0
8701,02/06/2024,fr10,P477838,Return,1.0
61017,04/17/2025, AE10,P472065,601,-1.0
87683,16-Jun-2025,US10,P504159,GR,2.0
21803,31.12.2024,uk10,P440305,601,-1.0
58526,02.12.2024,US20,P375938,601_GOODS_ISSUE_SALE,-1.0
20349,2024-09-12,uk10,P481370,601,-2.0
59793,01-Apr-2024, AE10,P504044,Customer Return,1.0
68639,08/08/2024,MA10,P405269,GI Sale,-1.0
89962,27-Jan-2025,US10 ,P6463,Goods Receipt,2.0
74000,06-May-2024,FR10,P428222,Goods Receipt,3.0
19528,17.02.2025,uk10,P468161,601_GOODS_ISSUE_SALE,-1.0
103219,06/02/2025,MA10,P472065,Goods Receipt,1.0
9951,16.02.2024,FR10 ,P420699,Goods Issue,-1.0
104523,07-Oct-2024,MA10,P473145,GR,2.0
94453,2024-07-15,us20,P501284,101_GOODS_RECEIPT,2.0
47235,08/24/2024, US10,P473260,Goods Issue,-1.0
2630,10/17/2024,FR10,P504789,601_GOODS_ISSUE_SALE,-1.0
8013,2025-01-05,FR10 ,P456007,601,-1.0
96055,23.09.2024,US20 ,P467123,101,1.0
90256,23-Sep-2024,US10,P434410,101,4.0
93436,2024-03-25,US20 ,P467038,Goods Receipt,2.0
63636,2024-12-14,ae10,P477822,GI Sale,-1.0
61144,07-Apr-2024, AE10,P296439,601_GOODS_ISSUE_SALE,-1.0
77815,23.09.2024,UK10,P454018,101,
22301,23-Mar-2025,DE10,P470525,Return,1.0
29760,10/11/2024,DE10,P408218,601_GOODS_ISSUE_SALE,-1.0
89841,2024-06-03, US10,P409988,Goods Receipt,4.0
30412,03/02/2024,de10,P451225,601,-1.0
61879,18.03.2024,ae10,P476697,601,-1.0
79744,2025-05-19,UK10,P107319,101_GOODS_RECEIPT,2.0
5125,16.05.2024,FR10 ,P434399,601_GOODS_ISSUE_SALE,-1.0
60532,2024-07-03,AE10 ,P469440,601_GOODS_ISSUE_SALE,-1.0
43821,07.01.2025,US10,P502068,Goods Issue,-1.0
101099,13.01.2025,AE10,P461451,101_GOODS_RECEIPT,1.0
3368,24.08.2024,FR10 ,P503762,601_GOODS_ISSUE_SALE,-1.0
79488,24.03.2025,uk10,P162554,101,2.0
6569,18.09.2024,FR10,P229406,601_GOODS_ISSUE_SALE,-1.0
72462,04.11.2024,FR10 ,P467123,GR,2.0
87076,2024-06-17,us10,P475951,GR,2.0
1852,16-May-2025,FR10 ,P467120,601_GOODS_ISSUE_SALE,-1.0
72795,02/10/2025,FR10,P467038,GR,1.0
80512,2024-09-23,UK10,P429554,101,1.0
69745,15.04.2025,MA10 ,P432045,GI Sale,-1.0
19065,21-May-2024, UK10,P446816,GI Sale,-1.0
57548,12-Jul-2024,us20,P434399,Goods Issue,-1.0
35603,05.02.2024,US10 ,P470025,Customer Return,1.0
37942,2024-04-20,US10 ,P469197,GI Sale,-1.0
83041,08/12/2024, DE10,P481396,101_GOODS_RECEIPT,4.0
56738,23.12.2024,us20,P420699,GI Sale,-2.0
79962,2024-12-02,uk10,P469440,101_GOODS_RECEIPT,1.0
88084,09-Sep-2024, US10,P503762,GR,3.0
25291,07/31/2024, DE10,P504054,601_GOODS_ISSUE_SALE,-2.0
86398,17.06.2024,us10,P505250,101_GOODS_RECEIPT,1.0
74339,27.01.2025,FR10 ,P476865,101_GOODS_RECEIPT,2.0
30744,05/29/2024, DE10,P269707,Goods Issue,-1.0
14401,03/05/2025, UK10,P504127,Goods Issue,-1.0
44919,26-Jul-2024,US10,P501153,GI Sale,-1.0
75638,07-Apr-2025,fr10,P479829,101_GOODS_RECEIPT,2.0
4334,06/28/2025, FR10,P413684,Goods Issue,-1.0
7586,01-Jul-2024, FR10,P484052,GI Sale,-1.0
83296,27-Jan-2025,DE10 ,P409988,101_GOODS_RECEIPT,1.0
80826,13-Jan-2025, UK10,P477168,GR,4.0
35512,05/08/2025,US10,P454941,601_GOODS_ISSUE_SALE,-1.0
102846,2024-02-12,MA10 ,P471101,Goods Receipt,1.0
30746,06/02/2024,de10,P269707,GI Sale,-1.0
92555,2024-06-17,US20 ,P379995,GR,1.0
49098,2024-02-23,us20,P397465,601_GOODS_ISSUE_SALE,-1.0
55873,17-May-2025,US20,P503762,GI Sale,-1.0
90531,03.06.2024,us10,P442742,GR,2.0
75985,13.01.2025,fr10,P382378,GR,1.0
75852,12.08.2024,FR10 ,P444990,Goods Receipt,2.0
41779,2024-09-04,us10,P462417,GI Sale,-1.0
83770,22.04.2024,DE10 ,P183916,Goods Receipt,3.0
83085,27-Jan-2025,DE10,P428636,GR,2.0
88666,07-Oct-2024,us10,P405269,101,1.0
45980,21.09.2024, US10,P479829,Goods Issue,-1.0
7413,06/05/2025, FR10,P470246,601,-1.0
10820,01-Jan-2025,fr10,P162554,GI Sale,-1.0
96372,21-Oct-2024,us20,P478239,GR,6.0
56249,12-Nov-2024, US20,P409988,601_GOODS_ISSUE_SALE,
14662,2024-12-28,UK10 ,P477838,GI Sale,-1.0
89648,12/30/2024,US10,P450720,Goods Receipt,4.0
5070,2025-01-07,FR10 ,P457458,651,1.0
16379,06/29/2025, UK10,P466426,GI Sale,-1.0
96550,04/22/2024,us20,P448730,101_GOODS_RECEIPT,
25629,15.10.2024, DE10,P422275,Goods Issue,-1.0
21190,02-Feb-2024,uk10,P417312,Goods Issue,-1.0
85676,08.04.2024,DE10 ,P469197,Goods Receipt,2.0
82133,2024-05-20,de10,P471076,101_GOODS_RECEIPT,4.0
96191,15-Jan-2024,US20 ,P470025,101_GOODS_RECEIPT,1.0
69903,02.09.2024,MA10,P483706,GI Sale,-1.0
40731,06.03.2024,us10,P462387,601,-1.0
14591,28-Mar-2025, UK10,P454941,Goods Issue,-1.0
38759,09.06.2025,US10 ,P430910,651,1.0
78880,12/30/2024,UK10 ,P472317,Goods Receipt,2.0
66881,2024-11-15,ae10,P501284,Goods Issue,-1.0
59350,19.06.2024,us20,P462387,601_GOODS_ISSUE_SALE,-1.0
79041,15.01.2024, UK10,P448730,101_GOODS_RECEIPT,2.0
100157,05/06/2024,AE10,P501697,101_GOODS_RECEIPT,1.0
55555,08.12.2024, US20,P469828,601,-1.0
74910,05/20/2024, FR10,P454941,Goods Receipt,1.0
17767,23.06.2025, UK10,P502068,GI Sale,-1.0
102621,21.04.2025,AE10,P413326,GR,2.0
53875,07.04.2025,US20,P502866,GI Sale,-1.0
43262,20.07.2024,US10 ,P482755,Goods Issue,-1.0
64717,2024-10-08,AE10 ,P401771,Return,1.0
81155,01/29/2024,DE10,P470525,101,1.0
26104,08/19/2024,DE10 ,P429952,601,-1.0
76536,2025-06-02,FR10 ,P448730,101,1.0
26269,14.05.2025,DE10 ,P409988,Goods Issue,-1.0
49837,18-Mar-2025,US20 ,P472065,Customer Return,1.0
59990,2025-04-15, AE10,P473185,601,-1.0
57730,26.07.2024, US20,P46587789,601_GOODS_ISSUE_SALE,-1.0
94451,06/17/2024,US20,P501284,Goods Receipt,2.0
28949,05/23/2025,DE10 ,P501965,GI Sale,-1.0
103350,06-May-2024,ma10,P443834,101,1.0
27995,06/28/2025,DE10,P472044,Goods Issue,-1.0
99745,12.02.2024,AE10 ,P12790,GR,2.0
54424,24-Jul-2024,us20,P483654,601_GOODS_ISSUE_SALE,-1.0
14816,2025-05-22,UK10 ,P476011,Goods Issue,-1.0
41791,11/21/2024,US10,P462417,GI Sale,-1.0
77828,05-May-2025,UK10,P454018,101_GOODS_RECEIPT,1.0
1720,02-Jun-2025,FR10 ,P472452,601_GOODS_ISSUE_SALE,-1.0
40325,2025-04-07,US10 ,P457429,GI Sale,-1.0
68133,10.04.2025, MA10,P471101,GI Sale,-1.0
59273,17.07.2024,US20 ,P433125,GI Sale,-2.0
20722,2024-10-12,UK10,P456975,601_GOODS_ISSUE_SALE,-1.0
103668,05/05/2025, MA10,P501721,Goods Receipt,1.0
72696,06/16/2025,FR10 ,P458630,101_GOODS_RECEIPT,1.0
45766,11/23/2024,US10,P417312,601_GOODS_ISSUE_SALE,-1.0
96255,2025-06-02,us20,P480636,GR,2.0
82043,12-Feb-2024,DE10,P456975,GR,2.0
82105,06/03/2024,DE10 ,P446816,101_GOODS_RECEIPT,2.0
82178,06/17/2024,DE10 ,P505041,101_GOODS_RECEIPT,2.0
8564,2024-11-07,fr10,P504044,601,-1.0
49968,19-Oct-2024,US20 ,P504841,GI Sale,-1.0
24942,03/09/2025,DE10,P504127,GI Sale,-1.0
103454,21-Oct-2024,ma10,P470025,101_GOODS_RECEIPT,1.0
72846,09-Sep-2024,FR10,P433125,101_GOODS_RECEIPT,2.0
75757,26-Aug-2024,FR10 ,P162554,GR,4.0
81426,2025-04-21,de10,P470510,101,3.0
39351,25.05.2025,US10,P501721,601,-3.0
50406,01-Apr-2025,us20,P500687,601,-1.0
36878,20.01.2025,us10,P477822,601,-1.0
76690,24.03.2025,uk10,P479969,101,1.0
81056,04/08/2024,uk10,P502866,101,2.0
27776,05/19/2024,DE10,P480529,601_GOODS_ISSUE_SALE,-1.0
88784,20.05.2024,US10,P455339,101_GOODS_RECEIPT,4.0
29622,2024-07-28, DE10,P500992,Goods Issue,-1.0
61368,15.09.2024, AE10,P91627362,Goods Issue,-1.0
3329,11.01.2025, FR10,P501696,Goods Issue,-2.0
88852,04-Nov-2024,US10,P429621,101_GOODS_RECEIPT,1.0
26366,06/05/2025,DE10,P453929,Goods Issue,-1.0
73080,08/26/2024, FR10,P501360,101_GOODS_RECEIPT,1.0
23938,2025-01-05,DE10 ,P469195,Goods Issue,-1.0
86516,19.05.2025, US10,P467944,101_GOODS_RECEIPT,1.0
26208,2025-05-31,de10,P457458,GI Sale,-1.0
103112,08-Apr-2024,MA10 ,P467038,GR,1.0
79485,10-Feb-2025,uk10,P162554,101_GOODS_RECEIPT,2.0
56980,09-Jan-2025, US20,P429952,GI Sale,-1.0
13656,28.07.2024,uk10,P429952,GI Sale,-1.0
72704,2024-04-22,fr10,P469195,GR,1.0
58556,25.06.2024,US20,P481141,601,-1.0
86189,11.03.2024, US10,P432239,101,1.0
31162,05/12/2024,de10,P443834,GI Sale,-1.0
65007,01/03/2024,ae10,P439672,Goods Issue,-1.0
40497,2024-10-04,US10 ,P450720,601_GOODS_ISSUE_SALE,-1.0
91213,2024-04-08,US10 ,P420019,101,2.0
48236,2025-03-10,US20,P34402,601,-2.0
55709,2025-01-21,US20,P480636,601_GOODS_ISSUE_SALE,-1.0
25349,2024-09-06,DE10 ,P471101,GI Sale,-1.0
89558,04/22/2024,US10,P457429,101_GOODS_RECEIPT,1.0
55789,2025-03-28, US20,P107319,GI Sale,-1.0
26184,07-Nov-2024, DE10,P457458,Goods Issue,
44117,03.08.2024,us10,P413326,Goods Issue,-1.0
72320,2024-05-20, FR10,P480529,101,2.0
74089,02/24/2025,fr10,P479830,101,1.0
17183,29-Feb-2024, UK10,P479830,GI Sale,-1.0
59690,02/21/2024,ae10,P472817,Goods Issue,-1.0
7904,27.06.2024,FR10,P469440,601_GOODS_ISSUE_SALE,-2.0
5477,15.11.2024, FR10,P470510,Goods Issue,-1.0
45422,18.03.2024,US10 ,P466426,GI Sale,-1.0
1898,14.02.2025,FR10,P504849,651,1.0
13492,01.06.2024,UK10 ,P450720,601_GOODS_ISSUE_SALE,-1.0
49013,09.04.2025,US20 ,P436757,GI Sale,-1.0
14002,17.02.2025,UK10 ,P480634,Goods Issue,-1.0
71203,2024-02-08, MA10,P471076,GI Sale,-1.0
56708,06/08/2024,us20,P420699,601_GOODS_ISSUE_SALE,-1.0
73386,11-Mar-2024,FR10,P504281,101,1.0
71458,19-Apr-2024,MA10 ,P434410,601,-1.0
66895,22.04.2025,ae10,P501284,601,-1.0
57892,02/25/2024,us20,P455339,GI Sale,-1.0
43499,07.03.2025, US10,P387261,601_GOODS_ISSUE_SALE,-1.0
43696,18-Jan-2024,us10,P504187,601_GOODS_ISSUE_SALE,-1.0
62830,02.03.2024, AE10,P416825,Goods Issue,-1.0
63,2023-12-31,fr10,P401771,000,3.0
78540,2025-03-24,UK10 ,P469197,101_GOODS_RECEIPT,
45268,04/19/2024,US10,P399503,GI Sale,-1.0
8360,24.02.2024,FR10 ,P399503,Goods Issue,-1.0
43610,2024-02-12,US10 ,P505041,601,-1.0
47064,14.02.2025,US10 ,P482694,601,-1.0
29311,04/03/2025,DE10 ,P472317,601_GOODS_ISSUE_SALE,-1.0
67268,23-Mar-2025,AE10 ,P504064,GI Sale,-1.0
11890,25-Aug-2024,FR10 ,P469828,601_GOODS_ISSUE_SALE,-1.0
56399,13.01.2025,US20 ,P448730,601,-1.0
38456,2024-08-18, US10,P429621,601_GOODS_ISSUE_SALE,-1.0
28611,06-Mar-2024,DE10 ,P500787,601,-1.0
31807,2024-05-01,US10 ,P432239,GI Sale,-1.0
5908,09.11.2024,FR10 ,P401771,601,-1.0
64823,01.11.2024, AE10,P473260,Goods Issue,-1.0
35900,02/08/2024,US10 ,P269707,601,-1.0
63745,06/08/2024, AE10,P504453,601_GOODS_ISSUE_SALE,-1.0
68911,18.08.2024,MA10 ,P428222,601_GOODS_ISSUE_SALE,-1.0
56976,14.12.2024,US20 ,P429952,601,-1.0
50956,05.11.2024,US20 ,P427393,Customer Return,1.0
48476,02.06.2024,US20,P504364,Goods Issue,-1.0
37160,13-Feb-2025, US10,P449342,601,-1.0
21201,2024-03-29, UK10,P417312,GI Sale,-1.0
78796,05/06/2024,UK10 ,P375534,Goods Receipt,4.0
50328,2025-06-13,US20,P470542,Goods Issue,-1.0
35108,03/21/2025,US10 ,P459301,GI Sale,-1.0
7733,30-Apr-2025,FR10 ,P479688,Goods Issue,-1.0
72843,15-Jul-2024, FR10,P433125,Goods Receipt,4.0
42094,2024-08-18,us10,P470004,601_GOODS_ISSUE_SALE,-1.0
83146,2024-11-04, DE10,P46587789,101,2.0
21342,2024-04-02,uk10,P456006,601_GOODS_ISSUE_SALE,-1.0
53031,2025-01-01, US20,P461451,601_GOODS_ISSUE_SALE,-1.0
49398,02.05.2024,US20 ,P408218,GI Sale,-1.0
8028,2025-04-22, FR10,P456007,601,-1.0
93496,2025-01-27,us20,P472065,GR,2.0
12225,12.01.2024, FR10,P475981,601_GOODS_ISSUE_SALE,-1.0
36992,11-May-2024, US10,P477838,601_GOODS_ISSUE_SALE,-2.0
28554,21.06.2024,de10,P475981,601_GOODS_ISSUE_SALE,-1.0
62160,27-Mar-2024, AE10,P479732,GI Sale,-1.0
45625,05-Feb-2024,US10 ,P7844,601_GOODS_ISSUE_SALE,-1.0
86545,12/30/2024,US10 ,P152203,Goods Receipt,4.0
68592,02/16/2024,ma10,P472065,Goods Issue,-1.0
58498,01/13/2024, US20,P375938,601_GOODS_ISSUE_SALE,-1.0
61786,15.04.2025,AE10 ,P484052,601_GOODS_ISSUE_SALE,-1.0
62939,2024-04-03,AE10,P502252,Goods Issue,-1.0
72200,09/23/2024,FR10,P483706,GR,5.0
49740,05/18/2025, US20,P467038,601_GOODS_ISSUE_SALE,-1.0
8165,01/28/2025,FR10 ,P467973,601,-2.0
8968,20.05.2025,FR10,P183916,601_GOODS_ISSUE_SALE,-1.0
53776,03/07/2025,US20,P432045,601_GOODS_ISSUE_SALE,-1.0
103114,06/17/2024,MA10 ,P467038,Goods Receipt,1.0
97955,09-Sep-2024,us20,P458630,Goods Receipt,1.0
27821,16.02.2025,de10,P480529,GI Sale,-3.0
27813,12/23/2024,de10,P480529,601_GOODS_ISSUE_SALE,-1.0
84990,06/16/2025, DE10,P483678,Goods Receipt,3.0
19290,05.02.2024, UK10,P107319,601_GOODS_ISSUE_SALE,-1.0
78697,12.08.2024,UK10,P470542,101,2.0
90432,10/21/2024,us10,P432045,GR,2.0
76323,27-Jan-2025,FR10 ,P500992,GR,1.0
104529,2025-03-24, MA10,P473145,GR,1.0
3037,03/27/2025,fr10,P461636,Goods Issue,-1.0
102502,05/06/2024,AE10 ,P397465,GR,2.0
19346,09-May-2025, UK10,P107319,601,-1.0
31211,22-Mar-2025,de10,P443834,Customer Return,1.0
88925,13.01.2025,US10,P480636,Goods Receipt,8.0
28241,03/16/2024,de10,P405602,651_CUSTOMER_RETURN,1.0
12888,16-Apr-2024,UK10,P479969,601,-1.0
44867,2025-02-01,US10 ,P476690,601_GOODS_ISSUE_SALE,-1.0
